tok	miss	routed	M	coldGate	totGate	margin	coldW	entropy	top8
0	22	320	1	-70.51758	-972.17456	11.8359375	2.2514455	0.0002997345	579:27.046875,2224:15.2109375,725:14.3828125,2688:14.25,3766:13.1015625,4035:13.0703125,12887:12.359375,82:11.8359375
1	52	320	1	-173.94873	-1043.214	9.140625	6.1056676	0.001194616	264:28.671875,7047:19.53125,449:15.6796875,310:15.375,279:14.640625,821:13.6484375,303:13.3828125,1683:12.9921875
2	30	320	1	-112.178955	-1224.4421	13.4375	3.155727	5.3285294e-05	7047:32.71875,50534:19.28125,31626:18.109375,7873:17.546875,79420:17.484375,99496:17.265625,24217:16.546875,2250:16.28125
3	41	320	1	-139.13477	-1049.9912	11.296875	4.201839	0.00039867783	1817:31.546875,97424:20.25,7047:19.59375,8340:18.75,7188:18.015625,8024:17.90625,27375:17.671875,10978:17.453125
4	33	320	1	-113.03125	-1054.013	2.703125	3.2300296	0.23554343	25:25.59375,421:22.890625,11:14.3046875,440:13.171875,26:13.015625,0:12.953125,13:12.7890625,466:12.7421875
5	7	320	1	-21.088867	-1133.728	11.4453125	0.705544	0.00050355605	271:24.765625,4558:13.3203125,198:12.9140625,561:11.921875,353:11.015625,421:10.3671875,279:10.1328125,62:10.0390625
6	13	320	1	-39.23242	-999.93945	8.578125	1.4102902	0.005545268	16:25.890625,760:17.3125,8160:16.78125,13962:16.265625,248069:16.1875,71093:15.125,4277:14.2421875,17:13.6953125
7	14	320	1	-39.864258	-972.583	12.921875	1.7321689	9.153023e-05	13:28.328125,8:15.40625,11:14.75,25:14.59375,198:13.6171875,14:13.078125,271:12.515625,15771:11.90625
8	8	320	1	-27.702148	-1233.6543	9.9921875	0.92120564	0.0007652752	220:25.203125,2972:15.2109375,256:12.3515625,43934:11.875,561:11.53125,68490:11.015625,198:10.9765625,271:10.921875
9	15	320	1	-50.430664	-1203.6455	5.4609375	1.88364	0.1252552	2972:21.03125,9170:15.5703125,8396:14.953125,15771:14.734375,43934:14.6484375,332:14.265625,98142:13.6953125,7744:13.65625
10	5	320	1	-19.966797	-1205.1289	13.71875	0.55308807	3.871832e-05	15771:37.6875,7744:23.96875,56270:23.109375,68695:22.875,9170:21.859375,1172:21.796875,1421:21.78125,78587:21.125
11	45	320	1	-177.05469	-1256.7002	14.390625	5.085952	1.03457005e-05	2598:40.71875,93375:26.328125,9773:24.03125,47105:22.625,15120:22.265625,49942:21.765625,84925:20.84375,81958:20.015625
12	19	320	1	-59.737793	-1081.4362	8.796875	2.2816725	0.0016857025	2570:33.8125,279:25.015625,1156:21.734375,1421:21.734375,97237:20.25,7113:19.296875,3208:18.90625,13473:18.796875
13	36	320	1	-109.43457	-1113.4961	10.5	5.965991	0.0004446993	5952:34.8125,1835:24.3125,1622:22.359375,38622:21.078125,32666:20.359375,7644:20.28125,101729:20.1875,9371:20.15625
14	24	320	1	-76.680664	-1149.9497	10.46875	3.8437536	0.0006015888	64700:30.703125,25:20.234375,92217:19.859375,188912:16.96875,245342:16.546875,159029:16.03125,332:14.7578125,236993:14.4296875
15	6	320	1	-17.796875	-1030.5898	10.546875	0.55884063	0.00035241945	198:29.59375,561:19.046875,271:16.421875,2228:15.1640625,695:14.90625,353:12.609375,256:12.5625,220:12.28125
16	13	320	1	-41.48828	-975.4346	12.53125	1.3507189	5.9600334e-05	256:29.625,262:17.09375,257:13.7265625,220:13.671875,12:13.6015625,471:13.140625,197:12.0859375,5690:11.2265625
17	25	320	1	-83.03711	-1129.3115	16.671875	3.5985215	1.8047672e-06	471:33.5625,2972:16.890625,256:14.7890625,561:14.734375,1137:14.3828125,185756:13.7421875,31819:13.3828125,12:13.0703125
18	10	320	1	-36.54297	-1130.417	6.265625	0.8649813	0.014277045	2972:31.28125,31819:25.015625,79091:20.4375,25562:19.609375,332:18.9375,30381:17.671875,14235:17.484375,8282:16.890625
19	21	320	1	-82.21094	-1243.7549	11.046875	2.5145593	0.00033346645	25562:38.4375,31819:27.390625,26943:25.796875,38663:25.53125,30381:25.1875,6065:25.0625,8282:23.40625,15930:23.34375
20	10	320	1	-39.59375	-1233.2285	12.46875	1.0503552	0.00012584978	64700:33.96875,3297:21.5,25:20.859375,92217:20.140625,51595:19.640625,245342:19.40625,2114:18.84375,438:18.671875
21	17	320	1	-63.626953	-1236.4062	3.703125	2.1687636	0.113672756	3297:32.8125,16743:29.109375,2114:21.046875,1167:20.140625,10953:19.640625,61791:19.09375,15853:18.921875,438:18.703125
22	29	320	1	-105.20703	-1203.4551	12.1875	3.6538985	0.00013102758	5607:29.9375,839:17.75,1524:15.890625,3269:15.0546875,9927:14.9296875,372:14.8828125,6646:14.515625,15793:14.234375
23	32	320	1	-119.788574	-1187.106	4.53125	4.1171713	0.22314309	366:24.171875,15495:19.640625,9927:19.234375,38989:18.609375,11767:18.25,3269:18.125,6646:17.421875,17885:16.84375
24	14	320	1	-45.47461	-1199.0215	6.140625	1.5470829	0.019766606	11767:33.125,318:26.984375,198:25.28125,27355:23.421875,38989:21.734375,108646:21.265625,24385:20.15625,19086:19.515625
25	14	320	1	-52.359375	-1239.7129	12.421875	1.4298791	6.728155e-05	198:32.15625,318:19.734375,15673:17.40625,10921:15.453125,13:15.4453125,3376:15.0078125,271:14.421875,2228:14.203125
26	20	320	1	-80.80664	-1227.1826	10.34375	2.2020752	0.00039713748	256:29.265625,220:18.921875,262:15.796875,257:14.0859375,471:13.6484375,406:12.5625,285:11.890625,950:11.140625
27	11	320	1	-38.97461	-1229.7441	15.84375	1.3637655	6.1279497e-06	471:33.375,185756:17.53125,8242:16.546875,32666:16.484375,2972:15.6171875,96719:15.3046875,57201:15.09375,220:15.046875
28	12	320	1	-48.853516	-1252.3984	15.0	0.9982166	6.9592784e-06	2972:35.4375,32666:20.4375,57201:18.140625,332:18.0,348:17.328125,173976:17.0,8242:16.859375,198:16.0625
29	463	3520	11	0.0	0.0	5.765625	0.0	0.024847751	57201:35.5,73211:29.734375,32666:26.390625,7907:25.796875,96719:25.703125,4935:25.671875,1835:24.53125,3925:24.28125
30	14	320	1	-50.42383	-1226.9795	14.703125	1.8800558	1.1362477e-05	64700:36.78125,51595:22.078125,188912:20.25,245342:19.890625,7518:19.875,60552:19.765625,11346:19.65625,92217:18.765625
31	13	320	1	-45.99414	-1231.5977	1.5625	1.5003757	0.4675542	60552:32.6875,695:31.125,14392:25.6875,198:22.359375,11346:21.53125,24951:21.328125,61338:21.09375,414:18.71875
32	24	320	1	-85.791016	-1246.5117	16.328125	3.1880853	2.843169e-06	2923:40.6875,14392:24.359375,9239:23.78125,37160:22.734375,8046:22.0,7123:20.5625,11607:20.515625,20807:20.515625
33	9	320	1	-35.583984	-1239.5957	14.234375	1.2503275	1.0693527e-05	13909:37.96875,28253:23.734375,4534:19.75,41332:18.984375,1402:18.390625,42962:17.9375,3309:17.328125,12:17.296875
34	8	320	1	-31.038086	-1263.2354	14.015625	0.8029652	2.2711882e-05	28253:37.5,13909:23.484375,40284:21.65625,4514:20.703125,11258:20.6875,9239:20.34375,45771:19.890625,8187:19.8125
35	10	320	1	-39.521484	-1273.6914	14.359375	1.2035993	2.0298887e-05	15673:37.9375,68868:23.578125,67407:23.53125,10033:21.53125,39492:20.796875,24228:19.515625,10993:19.125,3142:19.109375
36	644	5440	17	0.0	0.0	0.34375	0.0	0.6806736	11:29.375,478:29.03125,314:20.90625,3449:19.671875,5346:19.015625,198:18.65625,12654:17.640625,321:17.171875
37	24	320	1	-77.07568	-1242.271	6.203125	3.439615	0.017743396	12654:30.8125,5346:24.609375,440:21.828125,7854:21.78125,478:20.171875,2583:19.140625,11990:19.046875,2830:18.265625
38	13	320	1	-46.152344	-1197.5039	14.5	1.3729881	2.1103617e-05	7873:37.28125,29806:22.78125,1970:22.09375,4072:21.9375,37066:21.515625,13957:21.265625,35629:19.671875,24141:19.28125
39	8	320	1	-30.269531	-1247.7461	4.109375	0.9041504	0.08598532	198:28.453125,271:24.34375,11:20.25,56963:18.09375,13:16.96875,1358:16.71875,13488:16.328125,440:15.609375
40	13	320	1	-44.820312	-1175.9678	13.40625	1.4846584	2.9306497e-05	256:30.0625,220:16.65625,12:14.390625,471:13.6953125,248069:13.125,257:12.75,262:12.484375,17:12.390625
41	19	320	1	-70.91406	-1215.7363	13.5	2.1621583	2.3370063e-05	471:31.015625,185756:17.515625,1411:13.3203125,2972:13.25,41330:13.0859375,29208:12.7890625,50422:12.6328125,172299:12.4609375
42	18	320	1	-73.00781	-1266.9092	13.6875	1.756208	2.4558098e-05	2972:31.59375,332:17.90625,348:15.4765625,173976:14.625,5141:14.2265625,38622:14.015625,220:13.75,38663:13.7421875
43	604	4800	15	0.0	0.0	0.3125	0.0	1.1536982	38663:28.75,1536:28.4375,6196:26.296875,4935:25.515625,3925:24.890625,17015:24.875,51:24.484375,4303:24.3125
44	39	320	1	-150.42188	-1202.1035	13.640625	4.718484	8.10183e-05	64700:31.625,51595:17.984375,25:17.734375,245342:17.671875,38256:17.359375,92217:17.265625,159029:16.34375,7518:15.6640625
45	42	320	1	-153.99805	-1192.419	0.703125	5.262703	0.7043621	11680:27.78125,38256:27.078125,7170:22.96875,51612:22.34375,66931:21.203125,4091:20.53125,9844:20.0,64605:19.984375
46	33	320	1	-116.146484	-1206.126	10.828125	3.8284087	0.00026029575	11:32.375,15751:21.546875,201069:18.671875,162451:16.21875,8396:15.6953125,12266:15.6640625,59036:15.2421875,109162:15.21875
47	50	320	1	-178.82715	-1189.2373	3.53125	5.8593583	0.15735856	15751:30.78125,15352:27.25,12995:24.828125,201069:23.90625,16908:21.46875,15156:20.59375,12310:20.421875,68827:20.296875
48	39	320	1	-140.8584	-1177.2832	12.890625	4.475498	7.790778e-05	11:32.4375,2144:19.546875,15673:19.40625,1965:17.5625,29006:16.671875,9888:15.890625,2468:15.5546875,95523:14.46875
49	42	320	1	-145.64258	-1196.1758	2.84375	5.494427	0.6298843	12995:25.59375,30515:22.75,321:22.171875,15352:21.78125,14542:21.375,4252:21.328125,1575:20.3125,4434:19.546875
50	32	320	1	-113.072266	-1235.9648	6.546875	4.0450172	0.017954852	11:29.0,271:22.453125,1970:21.765625,15673:18.984375,9888:18.109375,2144:18.046875,7873:16.96875,13:16.09375
51	40	320	1	-144.45996	-1228.5225	5.28125	4.9802923	0.06223458	321:29.359375,440:24.078125,1575:23.046875,14542:22.890625,5492:20.953125,4434:20.3125,5354:19.90625,17661:19.796875
52	64	320	1	-228.25488	-1193.1865	0.609375	7.817395	1.1375614	14542:25.171875,1575:24.5625,4434:22.96875,5354:22.40625,5492:21.78125,638:20.78125,75988:19.625,15352:19.34375
53	36	320	1	-126.65039	-1225.293	4.140625	4.2258863	0.126717	271:29.015625,13:24.875,1970:24.171875,364:19.34375,15673:17.828125,10505:17.421875,7873:16.890625,318:16.796875
54	14	320	1	-43.64746	-1015.9619	9.625	1.5008627	0.0008895421	17:25.9375,256:16.3125,248069:12.375,18:12.3359375,21:10.9921875,16:10.9609375,19:10.796875,20:10.2109375
55	24	320	1	-75.265625	-1091.5127	13.46875	3.318641	4.0108214e-05	13:31.578125,401:18.109375,11:16.984375,442:16.5625,159029:15.671875,2211:15.046875,8:14.5390625,25:14.4140625
56	15	320	1	-54.47168	-1240.1719	10.140625	1.7064638	0.00056884147	220:28.46875,2972:18.328125,60783:16.515625,328:15.1328125,21078:14.1328125,256:12.0703125,12:12.0390625,12151:11.8046875
57	32	320	1	-124.84277	-1276.2627	11.125	3.4771583	0.00027685874	2972:29.578125,1526:18.453125,401:17.265625,220:15.90625,1847:15.1796875,332:14.0703125,5141:13.5078125,2187:12.8984375
58	18	320	1	-69.52734	-1214.8232	4.921875	1.9365039	0.05416743	1847:32.15625,5218:27.234375,1536:25.546875,27382:22.09375,21825:21.03125,34167:20.734375,1526:20.375,2187:19.734375
59	55	320	1	-209.14844	-1241.042	10.9375	6.390462	0.0003505952	7355:31.59375,27538:20.65625,50932:19.375,18115:18.59375,8972:17.3125,45621:16.90625,62610:16.375,78766:16.21875
60	31	320	1	-101.79883	-1149.6318	1.78125	4.0363145	0.4443544	3297:26.21875,279:24.4375,16743:20.984375,5952:18.078125,61791:15.4921875,39758:15.4453125,5764:15.25,1167:15.09375
61	30	320	1	-111.76172	-1274.6973	14.265625	4.1250944	1.6646984e-05	5607:33.3125,839:19.046875,7573:16.390625,6967:16.1875,3196:16.15625,37795:16.046875,14134:16.015625,1171:15.9375
62	23	320	1	-84.68457	-1212.9668	1.625	3.0919743	0.75490016	366:24.546875,269:22.921875,349:21.46875,2084:20.8125,451:19.171875,526:18.75,403:17.453125,522:17.421875
63	12	320	1	-38.958984	-1226.5654	3.328125	1.4799998	0.4170797	64700:26.640625,318:23.3125,33214:23.140625,9237:22.625,38989:21.953125,73182:19.71875,68868:18.609375,12808:17.890625
64	15	320	1	-52.316406	-1241.8975	13.671875	1.6391689	2.2405167e-05	198:31.109375,3437:17.4375,353:15.421875,271:14.03125,695:13.8984375,248046:12.84375,3297:12.7734375,1092:12.3671875
65	10	320	1	-37.283203	-1118.2017	13.671875	0.9504293	2.1886177e-05	256:32.53125,257:18.859375,262:16.75,5690:15.2265625,3710:15.109375,406:14.6875,950:14.6328125,220:14.5234375
66	15	320	1	-58.00586	-1246.8994	8.3125	1.5952153	0.0022948007	471:32.28125,3437:23.96875,1092:16.328125,9237:15.9453125,60783:15.3359375,2972:15.21875,2500:15.1328125,5141:14.6484375
67	534	5440	17	0.0	0.0	3.359375	0.0	0.17972219	3437:27.0,2972:23.640625,9237:21.140625,60783:20.125,1049:18.46875,38989:18.03125,348:17.9375,5141:16.3125
68	36	320	1	-131.28418	-1244.4697	8.03125	5.040132	0.0033358806	369:30.4375,424:22.40625,2993:18.40625,11767:18.40625,3841:18.3125,579:17.640625,1503:17.40625,513:16.75
69	23	320	1	-83.73828	-1284.9443	4.78125	3.2351766	0.10149544	424:29.015625,3297:24.234375,3841:24.234375,16743:21.421875,893:19.8125,1167:17.921875,30:17.296875,5964:16.390625
70	26	320	1	-86.018555	-1272.1807	11.59375	3.7346022	0.0006874038	30:28.84375,174548:17.25,4666:16.671875,170286:16.484375,14024:16.296875,74137:16.078125,10992:15.9296875,12259:15.5859375
71	10	320	1	-29.189453	-1212.041	4.171875	1.1816357	0.08831528	357:26.5625,60783:22.390625,85943:18.265625,8500:18.0,74505:17.96875,1473:16.5625,41040:16.265625,57389:16.25
72	35	320	1	-124.697266	-1210.7988	5.109375	4.804076	0.12244235	21078:27.09375,60783:21.984375,11960:21.296875,5243:20.75,10727:20.65625,27355:20.625,57389:20.34375,29812:19.390625
73	23	320	1	-86.52539	-1227.165	11.34375	2.6308331	0.00029735922	9485:33.90625,321:22.5625,594:22.078125,14429:20.578125,92692:19.828125,13909:19.65625,429:18.640625,8119:17.984375
74	46	320	1	-171.18848	-1283.8525	6.5625	5.5579147	0.01247863	14429:31.484375,48827:24.921875,37496:21.25,57297:20.5,4317:20.21875,55812:19.921875,44986:19.859375,66186:19.84375
75	54	320	1	-199.53418	-1253.1064	12.4375	7.348102	0.00011801671	15487:31.15625,576:18.71875,438:18.453125,269:15.578125,699:15.0234375,4435:14.4140625,11424:14.40625,26863:14.3515625
76	25	320	1	-86.125	-1212.7905	7.9375	3.090939	0.0044732667	27355:30.140625,11:22.203125,74505:19.671875,11960:19.296875,11767:19.0625,69246:18.609375,64775:18.421875,3269:18.28125
77	15	320	1	-59.998047	-1224.8828	11.96875	1.4936924	0.0001968352	11767:35.25,108646:23.28125,24385:22.453125,38989:22.09375,19086:21.65625,191521:21.3125,57520:20.421875,26943:20.15625
78	39	320	1	-139.33496	-1221.4766	1.140625	4.9350653	0.5618664	198:27.171875,13:26.03125,11:20.359375,318:17.109375,440:17.0625,303:17.046875,34319:16.96875,539:16.25
79	21	320	1	-77.396484	-1212.7588	16.140625	2.0734482	3.1597228e-06	256:34.59375,257:18.453125,220:17.65625,262:17.15625,406:15.0703125,950:14.0234375,5690:13.8359375,5141:13.1015625
80	19	320	1	-71.78711	-1251.8877	13.875	1.9357909	2.2644555e-05	471:33.03125,5141:19.15625,12:17.4375,2500:16.90625,1328:16.59375,1317:15.8046875,256:15.3515625,1536:15.0859375
81	707	5440	17	0.0	0.0	2.859375	0.0	0.37182537	5141:28.484375,2500:25.625,9237:25.125,3984:22.84375,38540:20.734375,4545:18.8125,14204:18.6875,22830:17.53125
82	11	320	1	-37.655273	-1228.5244	0.546875	1.4132897	0.8234609	7123:29.265625,6599:28.71875,18369:26.0625,7059:24.359375,4374:24.140625,7289:23.078125,6498:22.875,5306:19.5
83	12	320	1	-41.503906	-1266.8408	8.203125	1.8740611	0.004271055	25:29.015625,303:20.8125,318:19.09375,791:18.171875,4181:18.140625,364:17.6875,314:17.390625,14:17.34375
84	14	320	1	-52.16797	-1213.4785	3.75	1.243283	0.24988888	198:27.140625,19123:23.390625,695:23.109375,21513:22.265625,8167:19.90625,52790:19.046875,60783:18.796875,23389:18.75
85	31	320	1	-111.947266	-1125.8848	12.4375	3.1144025	0.00011314854	257:33.34375,262:20.90625,406:20.296875,256:19.65625,220:18.703125,950:18.015625,285:17.28125,264:15.09375
86	27	320	1	-101.4043	-1213.666	2.234375	3.0915504	0.36581114	220:28.515625,264:26.28125,471:23.890625,585:18.359375,348:16.046875,21513:14.6640625,256:14.2734375,19123:14.234375
87	51	320	1	-203.87305	-1279.6289	13.6875	6.134387	6.749892e-05	16:31.40625,15:17.71875,17:17.59375,18:17.484375,19:16.984375,20:16.734375,22:15.0703125,23:15.046875
88	35	320	1	-119.82178	-1211.9585	9.40625	4.7085147	0.0010687705	13:29.265625,21513:19.859375,23298:16.9375,8:16.3125,29545:16.25,85991:15.8046875,19123:15.5390625,4992:14.890625
89	25	320	1	-92.18652	-1200.166	2.71875	2.7643309	0.25944808	21513:28.3125,19123:25.59375,8167:22.609375,5183:20.609375,60783:18.59375,26236:18.53125,94516:18.359375,4992:17.859375
90	49	320	1	-182.8457	-1217.9854	12.46875	6.05827	7.426886e-05	264:33.625,25212:21.15625,4181:19.921875,14:17.84375,279:17.4375,39964:16.03125,94516:15.6171875,13780:14.6640625
91	74	320	1	-279.8003	-1244.9507	2.6875	9.672966	0.26168194	25212:29.734375,328:27.046875,359:24.140625,2315:20.375,16168:19.609375,94516:19.3125,39964:19.078125,66125:19.015625
92	41	320	1	-154.0332	-1221.0566	2.59375	5.1789045	0.25553244	198:28.125,2315:25.53125,318:19.625,494:17.984375,1406:17.734375,6381:17.15625,869:16.328125,1857:15.3203125
93	40	320	1	-158.96289	-1288.1787	11.109375	5.056266	0.00030256936	257:30.40625,256:19.296875,262:18.34375,406:17.703125,950:13.875,220:13.515625,285:13.15625,260:12.0625
94	47	320	1	-186.61719	-1270.9951	14.765625	5.301287	1.1778244e-05	220:32.59375,16168:17.828125,471:16.890625,835:15.1171875,348:14.484375,641:14.484375,361:14.4140625,52790:14.2109375
95	70	320	1	-278.6875	-1259.1309	8.140625	7.7332115	0.0028944288	17:30.140625,18:22.0,19:18.640625,16:17.96875,20:16.421875,22:15.7890625,24:14.3515625,21:14.2265625
96	42	320	1	-155.64355	-1241.6221	12.78125	5.195714	0.00014406472	13:30.109375,52790:17.328125,12:17.125,16168:16.46875,48296:16.03125,25:15.890625,11:15.5390625,50496:14.734375
97	53	320	1	-200.78418	-1224.6943	9.75	6.237448	0.0018597707	52790:32.4375,16168:22.6875,48296:22.375,60783:21.609375,39644:21.015625,44372:20.8125,3534:20.390625,76303:20.21875
98	39	320	1	-146.9707	-1204.7451	2.140625	4.7698216	0.7358906	279:24.28125,25:22.140625,1287:21.515625,2094:21.109375,318:19.03125,286:18.5625,2923:18.40625,5255:17.65625
99	115	320	1	-416.87305	-1241.3848	10.96875	16.996532	0.00046859018	1287:32.1875,1103:21.21875,2094:20.40625,795:19.40625,17839:19.125,2796:18.875,109599:18.21875,2816:18.09375
100	74	320	1	-280.85156	-1214.5381	4.75	8.735209	0.11169958	2094:26.21875,1083:21.46875,3018:20.75,318:19.65625,8410:19.0625,748:18.328125,14:18.046875,36634:17.546875
101	135	320	1	-460.80664	-1148.919	2.09375	18.205286	0.9648564	279:22.671875,25212:20.578125,2094:20.421875,310:19.859375,5255:18.65625,440:17.4375,1083:17.28125,39964:15.8828125
102	141	320	1	-519.71387	-1240.8936	5.015625	19.81273	0.15701239	25212:23.71875,3955:18.703125,11543:18.015625,5255:17.484375,2315:17.25,1287:16.75,869:16.421875,2094:16.09375
103	100	320	1	-376.0039	-1230.2285	0.15625	12.753142	0.85929596	318:24.609375,198:24.453125,2315:20.71875,869:20.28125,748:19.703125,5255:19.015625,2663:18.234375,1083:17.828125
