tok	miss	routed	M	coldGate	totGate	margin	coldW	entropy	top8
104	68	320	1	-244.46289	-1211.0596	4.859375	8.737989	0.17877597	20766:24.75,8732:19.890625,265:19.125,611:18.5625,1940:18.40625,3288:17.828125,5911:17.796875,2282:17.546875
105	106	320	1	-405.40625	-1238.2812	0.34375	13.4845	1.109432	361:26.421875,8882:26.078125,2599:24.875,2564:22.875,835:22.53125,36059:21.40625,2518:20.46875,6826:19.78125
106	156	320	1	-568.7969	-1217.1348	3.15625	21.559174	0.46036422	25212:22.65625,1056:19.5,361:19.328125,220:18.078125,835:17.75,39964:15.9921875,2564:15.53125,6826:15.09375
107	141	320	1	-520.1533	-1236.3721	2.046875	18.92107	0.56470186	11:24.03125,708:21.984375,513:20.109375,5972:18.671875,2445:18.421875,361:17.671875,5601:17.546875,835:17.53125
108	157	320	1	-588.2783	-1221.5928	1.921875	20.171906	1.0163217	5951:24.53125,5255:22.609375,835:21.984375,2518:21.78125,25212:20.640625,361:20.578125,16327:19.4375,2564:19.390625
109	129	320	1	-480.43945	-1230.8887	3.546875	17.328262	0.4074306	310:24.65625,25212:21.109375,11:21.078125,14:20.25,34051:19.203125,835:18.96875,4181:18.8125,361:17.640625
110	166	320	1	-603.9375	-1250.0835	6.890625	24.029524	0.01650512	25212:25.890625,14:19.0,11:17.234375,835:17.21875,4181:16.890625,361:16.40625,17458:15.109375,5951:14.875
111	151	320	1	-585.8086	-1278.4102	4.03125	20.320086	0.16484696	11:24.984375,835:20.953125,8:19.546875,2518:19.46875,29:17.453125,361:17.03125,708:16.21875,60052:16.0625
112	130	320	1	-495.01562	-1227.2109	2.515625	15.6854515	0.47588262	835:25.75,6826:23.234375,2518:21.75,361:21.265625,5255:20.140625,7875:20.078125,321:19.15625,466:18.59375
113	169	320	1	-622.3711	-1240.8477	9.890625	23.585173	0.0027968807	25212:26.875,16168:16.984375,1056:16.953125,66125:16.296875,39964:15.703125,283:15.3515625,835:15.28125,220:15.125
114	167	320	1	-655.31836	-1286.166	2.21875	22.087942	0.43333757	8:24.234375,708:22.015625,11:18.9375,513:18.03125,615:17.953125,198:17.5,3512:17.265625,5601:16.90625
115	113	320	1	-435.70703	-1280.2812	12.7421875	14.379467	0.00031437195	198:25.96875,1411:13.2265625,471:12.5703125,318:11.7109375,11069:11.65625,1083:11.625,835:11.4609375,16168:11.3984375
116	65	320	1	-253.12793	-1255.4209	15.8125	8.294442	3.6635543e-06	257:33.28125,256:17.46875,406:16.3125,262:14.828125,950:14.6796875,260:13.109375,3696:12.671875,10628:12.6484375
117	54	320	1	-213.65234	-1257.6084	10.71875	6.107672	0.00041648894	220:29.34375,303:18.625,471:17.234375,436:16.65625,348:15.359375,733:14.734375,2250:14.53125,18:14.3046875
118	66	320	1	-260.98828	-1253.834	6.8125	7.0395603	0.0102358125	18:29.640625,17:22.828125,19:20.1875,16:19.96875,20:16.953125,21:16.65625,15:16.515625,22:16.265625
119	53	320	1	-200.89062	-1262.3008	11.4375	6.518306	0.0003181629	13:28.875,12:17.4375,3931:17.21875,11:15.15625,471:14.7421875,25:14.3828125,3692:13.9375,220:13.59375
120	67	320	1	-257.03223	-1256.1338	9.09375	8.229757	0.0019571437	3931:29.234375,82930:20.140625,15495:18.203125,51070:18.15625,19927:17.15625,129930:16.78125,997:16.546875,3692:16.140625
121	60	320	1	-229.90234	-1259.3418	10.15625	8.165401	0.0006762648	76991:29.390625,28326:19.234375,33146:17.625,322:16.859375,3032:15.640625,6646:15.4921875,63421:14.9140625,9927:14.671875
122	80	320	1	-299.08398	-1250.8438	1.71875	10.582084	0.47533792	3269:27.625,3668:25.90625,3841:22.921875,20218:19.421875,27355:18.75,10300:18.15625,1562:17.6875,12771:17.625
123	101	320	1	-362.38672	-1204.1387	0.171875	13.876723	1.1162124	2047:25.25,1146:25.078125,279:24.703125,5255:19.75,8882:18.609375,25212:18.5625,1330:18.21875,2107:18.109375
124	108	320	1	-409.2666	-1243.9463	5.28125	13.474019	0.076329075	321:27.671875,16168:22.390625,1146:22.15625,919:19.859375,3008:19.828125,594:19.34375,70617:19.015625,4139:18.75
125	133	320	1	-524.8828	-1319.2773	5.03125	17.270954	0.042668264	1245:28.671875,1146:23.640625,2047:20.171875,9785:18.265625,97050:18.140625,70617:17.8125,6491:17.453125,1246:17.078125
126	109	320	1	-415.72754	-1244.71	0.296875	13.49203	0.72538584	45127:28.125,1146:27.828125,5306:22.59375,20006:21.734375,71592:21.65625,18740:21.421875,10744:20.46875,16168:20.421875
127	77	320	1	-297.87793	-1276.0674	7.140625	9.902851	0.007902859	198:27.828125,318:20.6875,36634:17.109375,14:16.796875,25256:16.171875,4181:16.09375,303:15.890625,51070:15.4375
128	64	320	1	-243.81934	-1243.3291	0.328125	7.857025	0.68087095	257:24.234375,256:23.90625,12:14.6796875,262:14.1484375,220:13.1875,406:12.46875,471:11.359375,19:10.5859375
129	43	320	1	-166.83594	-1303.9707	12.34375	5.7411046	7.7456934e-05	220:30.53125,471:18.1875,348:15.078125,5183:14.7890625,3984:14.7109375,1510:14.2578125,318:13.84375,733:13.84375
130	63	320	1	-242.46094	-1264.874	11.421875	7.3850923	0.00035141036	19:29.453125,18:18.03125,17:17.734375,20:16.84375,16:16.25,22:15.4296875,21:14.765625,24:14.4921875
131	53	320	1	-199.47363	-1260.9053	11.28125	6.855327	0.00035766745	13:29.109375,5183:17.828125,29031:16.15625,3845:16.0,12:15.9609375,3051:15.4609375,45247:15.265625,2255:15.21875
132	66	320	1	-256.33398	-1263.7881	3.421875	8.030824	0.15079483	5183:27.890625,45247:24.46875,38754:19.453125,75515:19.078125,3301:18.703125,3931:18.53125,82930:18.109375,3984:18.015625
133	58	320	1	-220.03027	-1276.874	10.765625	7.278806	0.00032214887	1105:33.625,4886:22.859375,25:20.34375,2876:19.984375,5461:19.4375,11206:18.828125,4607:17.984375,48575:17.984375
134	72	320	1	-280.0703	-1278.7861	2.78125	9.200627	0.25175917	25:26.765625,318:23.984375,364:21.109375,198:18.828125,14:17.921875,1104:17.421875,314:17.234375,48575:16.359375
135	72	320	1	-272.66406	-1230.5078	1.65625	8.504627	1.2419765	4147:23.390625,17839:21.734375,2526:21.0,1146:20.390625,1287:20.15625,3074:20.078125,34468:19.65625,48575:19.15625
136	108	320	1	-412.89453	-1254.665	0.703125	13.902881	1.4288638	466:25.75,93472:25.046875,93225:23.875,36634:23.671875,14:23.25,2600:21.546875,1287:21.09375,2805:20.9375
137	131	320	1	-486.29688	-1214.0684	0.359375	16.449335	0.8672754	3074:26.59375,2526:26.234375,220:22.890625,34468:22.53125,13280:22.515625,799:21.203125,1331:20.15625,1146:19.015625
138	120	320	1	-438.84473	-1218.3633	2.0	15.710949	0.37677374	27522:27.625,2315:25.625,5255:20.9375,6948:18.109375,28365:17.796875,5478:17.0,100553:16.984375,26931:16.640625
139	114	320	1	-415.708	-1225.1006	2.21875	15.127332	0.78628993	17839:26.546875,1146:24.328125,11140:24.0625,1287:23.78125,1103:21.96875,90655:19.546875,198:19.109375,33120:18.765625
140	109	320	1	-420.41602	-1254.2852	2.59375	13.873676	0.29784593	198:26.0,318:23.40625,513:20.4375,460:19.703125,3269:17.515625,2582:17.21875,10300:16.609375,11069:16.59375
141	61	320	1	-231.60352	-1242.1348	11.6875	7.5566673	0.0001502537	256:30.203125,257:18.515625,12:17.359375,471:14.4453125,220:13.9453125,262:13.59375,248069:12.234375,5690:11.609375
142	36	320	1	-122.03125	-1166.7549	12.921875	4.776647	6.219802e-05	471:30.0625,220:17.140625,12:16.109375,256:14.6015625,3984:14.1015625,68230:14.0,52451:13.7109375,81088:12.96875
143	22	320	1	-86.44336	-1255.3633	2.1875	2.6347003	0.7913332	3984:24.28125,68230:22.09375,81088:20.984375,11492:20.71875,733:20.375,5141:20.296875,22830:18.859375,42370:18.390625
144	36	320	1	-137.95312	-1224.1504	4.578125	4.298985	0.08724642	22373:30.6875,14:26.109375,80172:24.546875,68230:23.703125,2600:23.09375,130859:22.0,24297:21.125,17011:19.953125
145	55	320	1	-214.62598	-1282.4492	14.015625	7.288819	6.535387e-05	25:31.921875,318:17.90625,47187:17.671875,5289:17.234375,496:17.15625,4886:17.078125,30:16.96875,1786:16.28125
146	47	320	1	-183.82031	-1257.6611	1.25	5.281127	0.6378759	496:27.53125,22830:26.28125,6886:23.859375,59988:21.125,198:20.359375,66753:20.15625,25451:18.578125,98882:18.46875
147	132	320	1	-495.7461	-1258.7383	2.640625	18.821081	1.9949446	74777:17.765625,98882:15.125,15428:14.640625,16694:14.5703125,22830:14.5625,5289:14.34375,13560:14.2578125,25779:13.921875
148	114	320	1	-427.10938	-1245.4902	0.140625	15.127843	1.9560477	25:20.734375,283:20.59375,1105:19.734375,496:19.421875,11:18.71875,318:18.28125,37208:17.984375,14:17.234375
149	143	320	1	-541.0762	-1246.6504	5.25	19.39051	0.11059453	496:22.875,393:17.625,5289:16.015625,220:15.8203125,22830:15.375,16743:15.3671875,380:15.3046875,46:15.2265625
150	176	320	1	-629.90137	-1195.8096	0.40625	24.648407	2.7968903	74777:17.5,11:17.09375,31154:16.125,12:15.28125,1212:15.15625,1395:14.8515625,1393:14.6328125,7:14.0234375
151	158	320	1	-587.5615	-1239.5381	1.046875	21.01987	1.2322445	25:20.84375,11:19.796875,37208:17.515625,1105:17.390625,26:16.421875,1786:16.375,318:16.34375,496:16.328125
152	593	1280	4	0.0	0.0	6.1875	0.0	0.22093554	496:21.1875,1786:15.0,318:14.9921875,6886:14.9765625,11447:14.890625,5289:14.8125,22830:14.4453125,220:14.4140625
156	597	1280	4	0.0	0.0	3.625	0.0	0.48484635	74777:20.09375,54706:16.46875,12:16.109375,2543:14.484375,5289:14.1484375,16694:14.0703125,37208:13.6015625,62:13.5625
160	616	1280	4	0.0	0.0	5.9375	0.0	0.05159775	25:23.40625,11:17.46875,283:16.015625,318:16.0,198:15.5234375,30:14.890625,39876:14.6484375,13:14.296875
164	581	1280	4	0.0	0.0	6.984375	0.0	0.089304	496:22.0,5971:15.015625,318:14.984375,345:14.78125,393:14.515625,66753:14.4375,22830:14.3515625,16743:14.15625
168	566	1280	4	0.0	0.0	5.734375	0.0	0.12980345	74777:21.875,54706:16.140625,12:16.078125,16694:14.7265625,5289:14.546875,37314:14.1171875,1395:14.0546875,25:13.9375
172	618	1280	4	0.0	0.0	7.390625	0.0	0.034828145	25:24.15625,198:16.765625,318:16.765625,11:16.703125,30:16.421875,283:16.171875,13:15.6953125,369:15.578125
176	597	1280	4	0.0	0.0	6.125	0.0	0.08472263	496:22.265625,318:16.140625,11156:14.7578125,66753:14.640625,695:14.296875,22830:14.21875,3984:14.2109375,5971:14.1875
180	577	1280	4	0.0	0.0	8.09375	0.0	0.019631611	74777:23.46875,5289:15.375,12:14.984375,16694:14.578125,37314:13.984375,1395:13.7890625,48382:13.5078125,22830:13.484375
184	1111	2240	7	0.0	0.0	8.375	0.0	0.012051349	25:25.125,30:16.75,283:16.4375,198:16.359375,318:16.296875,11:16.140625,13:15.75,369:15.3828125
191	2068	4160	13	0.0	0.0	6.90625	0.0	0.028899562	496:23.171875,318:16.265625,22830:14.625,695:14.1171875,66753:14.09375,348:13.921875,3984:13.8046875,907:13.7734375
204	4092	8000	25	0.0	0.0	9.625	0.0	0.0026801585	74777:26.734375,5289:17.109375,16694:16.734375,12:15.8984375,4214:15.734375,37314:15.203125,25451:14.5625,22830:14.5
229	4256	8000	25	0.0	0.0	10.015625	0.0	0.0015883844	25:26.890625,30:16.875,11:16.28125,318:15.375,369:15.1875,198:15.046875,13:15.0234375,283:14.296875
254	4136	8000	25	0.0	0.0	10.203125	0.0	0.0036400566	496:24.578125,353:14.375,387:13.8359375,318:13.3359375,443:13.203125,348:13.171875,2423:13.109375,198:13.0859375
279	4247	8000	25	0.0	0.0	11.1875	0.0	0.00093785225	74777:27.84375,5289:16.65625,16694:16.328125,4214:15.9765625,37314:15.9453125,25451:15.1171875,59435:15.09375,22830:14.9609375
304	4243	8000	25	0.0	0.0	9.796875	0.0	0.0019234094	25:26.234375,30:16.4375,11:15.6484375,13:15.1484375,369:14.6015625,198:14.3828125,318:14.3046875,1076:14.1875
329	4197	8000	25	0.0	0.0	9.953125	0.0	0.0057298443	496:24.140625,318:14.1875,443:13.6484375,353:13.3203125,387:13.2890625,198:13.1796875,22830:13.171875,1088:13.15625
354	4320	8000	25	0.0	0.0	10.734375	0.0	0.0011061714	74777:28.0625,16694:17.328125,4214:17.265625,5289:16.90625,37314:16.046875,25451:15.5078125,22830:15.15625,59435:14.875
379	4406	8000	25	0.0	0.0	10.9375	0.0	0.0008586439	25:26.84375,30:15.90625,11:15.875,13:15.1640625,369:14.453125,0:14.0703125,198:13.859375,1076:13.671875
404	4327	8000	25	0.0	0.0	8.203125	0.0	0.009290369	496:24.0625,5971:15.859375,353:15.2109375,2717:14.734375,318:13.78125,2423:12.9765625,498:12.953125,3297:12.8671875
429	4435	8000	25	0.0	0.0	10.546875	0.0	0.0012822849	74777:28.078125,16694:17.53125,4214:17.46875,5289:16.9375,37314:16.28125,25451:15.6640625,59435:15.6015625,27592:14.90625
454	4438	8000	25	0.0	0.0	10.015625	0.0	0.0021554213	25:26.421875,30:16.40625,11:16.328125,13:16.0625,0:15.109375,198:14.703125,1076:14.5234375,248046:14.484375
479	4405	8000	25	0.0	0.0	10.6328125	0.0	0.0039735422	496:24.078125,248046:13.4453125,318:13.4375,3297:13.2578125,271:13.171875,198:13.015625,498:12.953125,1088:12.65625
504	4383	8000	25	0.0	0.0	10.921875	0.0	0.0010498208	74777:28.21875,4214:17.296875,5289:17.09375,16694:16.875,37314:16.234375,59435:15.7109375,25451:15.4609375,22830:15.2109375
529	4441	8000	25	0.0	0.0	10.265625	0.0	0.0017363245	25:26.34375,11:16.078125,13:15.9765625,30:15.8046875,0:15.2421875,248046:14.265625,198:14.0625,369:13.9296875
554	4363	8000	25	0.0	0.0	10.578125	0.0	0.0026254142	496:24.140625,3297:13.5625,271:12.8359375,248046:12.6484375,318:12.5234375,498:12.2578125,198:12.1328125,533:11.875
579	4511	8000	25	0.0	0.0	9.625	0.0	0.0022300154	74777:27.46875,4214:17.84375,16694:17.09375,5289:16.734375,59435:15.921875,37314:15.703125,25451:15.453125,22830:14.921875
604	4430	8000	25	0.0	0.0	10.71875	0.0	0.00078335253	25:27.34375,11:16.625,13:16.109375,30:15.625,0:15.25,248046:14.6875,198:13.859375,271:13.3828125
629	4367	8000	25	0.0	0.0	11.1640625	0.0	0.0021473104	496:24.671875,248046:13.5078125,3297:13.5,271:13.140625,318:12.7734375,1061:12.59375,2423:12.5859375,198:12.4765625
654	4477	8000	25	0.0	0.0	10.703125	0.0	0.0010513117	74777:28.609375,4214:17.90625,16694:17.515625,5289:17.359375,37314:16.53125,59435:16.15625,25451:16.0625,22830:15.4921875
679	4352	8000	25	0.0	0.0	11.03125	0.0	0.0005661511	25:27.421875,11:16.390625,13:16.109375,30:14.5703125,0:14.4140625,248046:14.328125,198:13.703125,496:13.53125
704	4350	8000	25	0.0	0.0	11.453125	0.0	0.0019535513	496:24.859375,271:13.40625,3297:13.375,248046:13.2734375,2423:12.984375,318:12.859375,198:12.75,1510:12.6796875
729	4223	8000	25	0.0	0.0	10.109375	0.0	0.0013056243	74777:28.375,4214:18.265625,16694:17.75,5289:16.75,37314:16.375,59435:16.03125,25451:15.78125,22830:15.2734375
754	4419	8000	25	0.0	0.0	12.109375	0.0	0.0002380039	25:27.671875,11:15.5625,13:15.1640625,30:13.9296875,248046:13.8515625,314:13.84375,496:13.671875,0:13.609375
779	4120	8000	25	0.0	0.0	11.5546875	0.0	0.0022055523	496:24.484375,387:12.9296875,357:12.734375,498:12.71875,3297:12.6953125,1167:12.6328125,414:12.578125,22830:12.5078125
804	4414	8000	25	0.0	0.0	9.171875	0.0	0.002333943	74777:29.0,4214:19.828125,16694:19.140625,5289:18.296875,37314:17.125,25451:16.921875,59435:16.5625,22830:16.15625
829	4376	8000	25	0.0	0.0	11.1875	0.0	0.0004012601	25:27.375,11:16.1875,13:15.5234375,0:14.0,30:13.8828125,248046:13.8671875,198:12.9609375,496:12.890625
854	4417	8000	25	0.0	0.0	6.6875	0.0	0.019387709	496:24.53125,3297:17.84375,353:16.90625,1167:15.140625,318:14.4765625,498:14.375,443:14.234375,387:13.8671875
879	4386	8000	25	0.0	0.0	10.453125	0.0	0.0011704497	74777:28.65625,4214:18.203125,16694:17.765625,5289:17.59375,37314:16.453125,25451:16.171875,59435:15.6796875,22830:15.5078125
904	4455	8000	25	0.0	0.0	12.0703125	0.0	0.0002400836	25:27.875,11:15.8046875,13:15.1171875,314:14.6796875,30:14.34375,248046:14.0859375,0:13.6953125,496:12.8671875
929	4304	8000	25	0.0	0.0	10.2265625	0.0	0.0021846173	496:25.703125,733:15.4765625,1167:15.0078125,357:14.265625,3297:14.1796875,533:14.1171875,498:13.9765625,12654:13.84375
954	4460	8000	25	0.0	0.0	10.796875	0.0	0.00093771255	74777:29.078125,4214:18.28125,5289:17.8125,16694:17.75,37314:16.734375,25451:16.234375,59435:15.9375,22830:15.671875
979	4391	8000	25	0.0	0.0	12.609375	0.0	0.00015865991	25:27.96875,11:15.359375,13:15.078125,30:14.0703125,248046:13.6484375,0:13.484375,496:12.9375,271:12.65625
1004	4217	8000	25	0.0	0.0	9.9921875	0.0	0.004240921	496:24.84375,353:14.8515625,13428:14.8125,498:14.4921875,318:14.390625,296:13.734375,695:13.71875,1167:13.34375
1029	4344	8000	25	0.0	0.0	9.96875	0.0	0.0012039257	74777:29.234375,4214:19.265625,16694:18.125,5289:17.484375,37314:17.40625,25451:16.65625,59435:16.234375,27592:15.75
1054	4476	8000	25	0.0	0.0	11.046875	0.0	0.00060298556	25:27.578125,13:16.53125,11:16.40625,30:15.0078125,0:14.7578125,248046:14.75,198:14.046875,271:13.875
1079	4561	8000	25	0.0	0.0	11.7890625	0.0	0.0015587682	496:24.75,498:12.9609375,318:12.796875,296:12.7421875,248046:12.546875,220:12.375,1088:12.34375,348:12.265625
1104	4489	8000	25	0.0	0.0	10.59375	0.0	0.0010029981	74777:29.140625,4214:18.546875,16694:18.109375,5289:17.890625,37314:17.015625,25451:16.515625,59435:16.109375,22830:15.7265625
1129	4487	8000	25	0.0	0.0	12.2578125	0.0	0.00023595981	25:27.640625,13:15.3828125,11:15.328125,248046:14.1640625,30:13.84375,0:13.640625,198:13.0703125,271:12.8828125
1154	4362	8000	25	0.0	0.0	10.171875	0.0	0.00084036216	496:27.515625,387:17.34375,1167:15.6953125,357:15.0234375,46:14.6953125,533:14.328125,3297:14.3203125,353:14.09375
1179	4416	8000	25	0.0	0.0	10.359375	0.0	0.0011631801	74777:28.796875,4214:18.4375,16694:17.9375,5289:17.453125,37314:16.609375,25451:16.21875,59435:15.5625,27592:15.40625
1204	4506	8000	25	0.0	0.0	12.0546875	0.0	0.00028702003	25:27.484375,11:15.4296875,13:15.140625,30:14.1875,0:14.0625,248046:14.0390625,198:13.2734375,496:13.1640625
1229	4435	8000	25	0.0	0.0	11.2578125	0.0	0.0024800817	496:24.53125,271:13.2734375,3297:13.140625,498:13.046875,318:12.953125,443:12.7578125,387:12.6875,733:12.4296875
1254	4415	8000	25	0.0	0.0	10.203125	0.0	0.0018697797	74777:27.703125,16694:17.5,4214:17.359375,5289:16.796875,37314:16.0625,25451:15.625,59435:15.390625,22830:15.0
1279	4406	8000	25	0.0	0.0	12.53125	0.0	0.00014042562	25:28.09375,11:15.5625,13:14.84375,248046:14.2109375,30:13.5234375,0:13.390625,271:13.0625,198:12.9453125
1304	4314	8000	25	0.0	0.0	11.046875	0.0	0.00057449756	496:28.359375,1167:17.3125,387:16.703125,357:16.578125,353:15.2109375,533:15.046875,46:14.375,443:14.1484375
1329	4461	8000	25	0.0	0.0	10.015625	0.0	0.0012650811	74777:28.59375,4214:18.578125,16694:17.34375,5289:17.234375,37314:16.4375,25451:16.125,27592:15.6015625,59435:15.5078125
1354	4515	8000	25	0.0	0.0	13.1875	0.0	9.409555e-05	25:28.234375,11:15.046875,13:14.6328125,248046:13.6875,0:13.546875,30:13.515625,271:12.71875,198:12.65625
1379	4312	8000	25	0.0	0.0	11.546875	0.0	0.0012275705	496:25.125,296:13.578125,498:13.25,1088:12.90625,1510:12.6796875,271:12.5859375,1167:12.453125,248046:12.40625
1404	4437	8000	25	0.0	0.0	10.453125	0.0	0.0014077302	74777:27.953125,4214:17.5,5289:16.703125,16694:16.6875,37314:15.90625,27592:15.6953125,48382:15.625,25451:15.4609375
1429	4596	8000	25	0.0	0.0	13.2109375	0.0	9.643721e-05	25:28.1875,13:14.9765625,11:14.5078125,248046:13.984375,30:13.59375,0:13.328125,271:12.7734375,198:12.6015625
1454	4389	8000	25	0.0	0.0	10.8828125	0.0	0.0011772348	496:26.765625,3297:15.8828125,1167:15.6640625,353:15.453125,46:14.90625,3648:14.84375,357:14.828125,443:14.1796875
1479	4455	8000	25	0.0	0.0	10.171875	0.0	0.0015487366	74777:27.84375,4214:17.671875,16694:17.15625,5289:16.328125,37314:15.984375,25451:15.578125,27592:15.5703125,59435:14.859375